product_type,firm_size,firm_platform,account_team_rank,industry_type,procurement_locus,tech_savvy,industry_position,deal_size,meeting_count,internal_champion_score,bargaining_power_score,geography,ceo_education,firm_age_years,outcome
CRM,medium,Oracle,low,tech,LOB_driven,naive,follower,30466,1,1,2,Europe,high_school,17,NO SALE
CRM,small,SAP,average,tech,LOB_driven,unknown,follower,30000,1,2,4,US,bsc,1,NO SALE
DSC,medium,IBM,average,automotive,procurement_driven,naive,leader,72987,4,5,3,US,bsc,29,NO SALE
CRM,large,SAP,average,tech,LOB_driven,naive,follower,45566,1,2,4,US,other_graduate,27,NO SALE
ERP,medium,IBM,high,traditional_manufacturing,centralized,tech_savvy,follower,150000,2,2,4,Europe,high_school,49,NO SALE
CRM,medium,IBM,high,tech,LOB_driven,unknown,follower,127054,1,4,4,Europe,bsc,6,SALE
ERP,large,IBM,low,automotive,procurement_driven,unknown,leader,53602,2,4,5,US,mba,41,NO SALE
CRM,small,SAP,average,healthcare,procurement_driven,unknown,follower,30000,2,3,4,US,bsc,7,SALE
ERP,medium,IBM,average,tech,centralized,unknown,follower,30000,5,4,4,ROW,bsc,14,NO SALE
ERP,small,SAP,average,tech,centralized,tech_savvy,leader,104185,1,3,4,Europe,mba,5,NO SALE
CRM,small,SAP,average,traditional_manufacturing,centralized,unknown,follower,58101,2,3,4,Europe,mba,12,NO SALE
CRM,small,Oracle,average,tech,centralized,unknown,follower,30000,3,2,1,Europe,mba,7,SALE
ERP,medium,IBM,high,traditional_manufacturing,procurement_driven,unknown,leader,55578,2,6,5,US,bsc,16,SALE
CRM,medium,IBM,average,healthcare,LOB_driven,tech_savvy,follower,44940,1,3,3,US,mba,23,NO SALE
CRM,medium,Oracle,high,traditional_manufacturing,LOB_driven,unknown,leader,84836,1,3,1,ROW,bsc,21,NO SALE
CRM,small,IBM,high,healthcare,LOB_driven,naive,leader,53466,3,3,3,Europe,bsc,10,NO SALE
ERP,medium,IBM,high,traditional_manufacturing,procurement_driven,naive,leader,150000,2,3,2,US,bsc,7,NO SALE
DSC,small,SAP,average,automotive,centralized,unknown,leader,150000,2,3,4,US,high_school,10,NO SALE
CRM,large,IBM,average,automotive,centralized,unknown,follower,30000,1,4,5,ROW,bsc,33,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,LOB_driven,naive,leader,52021,4,3,2,US,mba,12,NO SALE
CRM,large,Oracle,average,tech,LOB_driven,tech_savvy,follower,30000,1,3,3,US,mba,23,NO SALE
CRM,medium,Oracle,average,tech,centralized,naive,follower,150000,1,3,3,Europe,mba,26,NO SALE
CRM,medium,Oracle,average,tech,centralized,unknown,leader,111340,1,2,3,ROW,mba,14,SALE
DSC,medium,IBM,average,automotive,LOB_driven,naive,follower,53829,1,3,4,Europe,high_school,14,NO SALE
ERP,large,SAP,average,healthcare,centralized,unknown,follower,53272,2,3,4,Europe,some_university,57,NO SALE
DSC,small,Oracle,average,healthcare,LOB_driven,naive,follower,30000,3,3,5,Europe,bsc,8,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,follower,150000,3,4,4,ROW,mba,24,NO SALE
ERP,large,SAP,low,tech,LOB_driven,tech_savvy,follower,150000,2,3,4,US,bsc,50,NO SALE
CRM,medium,Oracle,average,healthcare,centralized,naive,leader,30000,3,4,6,Europe,some_university,15,NO SALE
CRM,medium,Oracle,average,healthcare,procurement_driven,tech_savvy,follower,46859,2,4,3,US,bsc,14,NO SALE
CRM,medium,Oracle,high,tech,LOB_driven,tech_savvy,follower,30000,1,3,2,Europe,bsc,33,NO SALE
ERP,large,SAP,average,tech,procurement_driven,tech_savvy,follower,150000,1,4,2,US,bsc,49,NO SALE
DSC,small,SAP,low,tech,LOB_driven,unknown,follower,117491,2,2,1,Europe,bsc,5,NO SALE
ERP,small,Oracle,low,traditional_manufacturing,LOB_driven,naive,follower,114606,1,2,4,Europe,bsc,8,NO SALE
CRM,medium,SAP,average,tech,procurement_driven,naive,follower,49918,4,4,3,ROW,mba,13,NO SALE
DSC,large,IBM,average,automotive,procurement_driven,unknown,leader,150000,3,3,3,Europe,bsc,38,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,unknown,follower,60904,3,4,3,US,bsc,51,NO SALE
ERP,small,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,70071,2,5,3,Europe,bsc,4,NO SALE
ERP,medium,Oracle,high,automotive,centralized,unknown,leader,65444,4,3,5,Europe,mba,16,NO SALE
CRM,small,IBM,low,traditional_manufacturing,LOB_driven,naive,follower,39048,3,2,4,Europe,bsc,6,NO SALE
CRM,small,Oracle,average,healthcare,LOB_driven,unknown,follower,30000,1,2,3,Europe,bsc,2,SALE
CRM,medium,Oracle,average,automotive,centralized,tech_savvy,follower,60766,1,2,4,US,bsc,15,NO SALE
CRM,small,Oracle,high,automotive,LOB_driven,unknown,follower,97826,2,5,4,ROW,other_graduate,4,NO SALE
ERP,large,Oracle,average,tech,centralized,tech_savvy,leader,150000,2,4,3,US,mba,70,SALE
CRM,large,Oracle,average,tech,centralized,naive,follower,30000,3,2,3,US,mba,49,NO SALE
CRM,medium,SAP,low,tech,LOB_driven,unknown,follower,115871,4,3,4,US,some_university,18,NO SALE
ERP,small,Oracle,high,tech,centralized,tech_savvy,leader,98023,1,6,2,Europe,bsc,6,NO SALE
CRM,large,Oracle,low,tech,LOB_driven,tech_savvy,leader,55730,1,1,5,Europe,other_graduate,47,SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,naive,follower,30000,3,3,2,ROW,bsc,10,SALE
DSC,medium,IBM,average,automotive,procurement_driven,unknown,leader,150000,3,3,3,Europe,mba,12,NO SALE
ERP,small,Oracle,average,tech,centralized,naive,follower,32600,2,5,5,Europe,bsc,12,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,44136,3,6,2,Europe,high_school,19,NO SALE
ERP,small,IBM,average,tech,LOB_driven,tech_savvy,follower,41249,2,4,3,US,bsc,6,SALE
ERP,small,IBM,low,traditional_manufacturing,LOB_driven,unknown,follower,52771,1,4,4,ROW,bsc,7,NO SALE
CRM,large,SAP,high,tech,LOB_driven,unknown,follower,41611,1,5,1,US,mba,17,NO SALE
CRM,medium,SAP,average,healthcare,centralized,tech_savvy,follower,121316,4,3,2,ROW,bsc,44,NO SALE
ERP,medium,Oracle,high,traditional_manufacturing,centralized,unknown,leader,33731,3,4,3,Europe,some_university,24,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,leader,150000,2,3,4,Europe,high_school,14,SALE
DSC,small,IBM,average,traditional_manufacturing,procurement_driven,naive,leader,116620,2,2,4,Europe,high_school,3,NO SALE
ERP,medium,SAP,high,traditional_manufacturing,procurement_driven,tech_savvy,follower,35580,5,4,4,US,bsc,18,NO SALE
ERP,large,Oracle,high,automotive,centralized,unknown,leader,150000,1,5,3,US,bsc,38,SALE
ERP,large,SAP,low,traditional_manufacturing,LOB_driven,naive,follower,150000,3,3,4,US,mba,32,NO SALE
CRM,medium,SAP,low,tech,LOB_driven,tech_savvy,follower,30000,1,3,5,US,bsc,15,NO SALE
CRM,small,IBM,average,automotive,centralized,naive,follower,120623,3,5,2,ROW,mba,9,NO SALE
CRM,small,SAP,average,automotive,procurement_driven,naive,leader,30000,3,4,4,ROW,some_university,17,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,procurement_driven,naive,leader,132261,1,1,4,ROW,bsc,7,NO SALE
ERP,medium,SAP,high,tech,LOB_driven,naive,leader,30000,4,3,3,Europe,bsc,51,NO SALE
ERP,large,SAP,low,tech,LOB_driven,unknown,leader,62153,1,5,5,US,bsc,120,NO SALE
CRM,small,SAP,average,tech,LOB_driven,naive,follower,59137,4,5,4,Europe,bsc,2,NO SALE
CRM,small,Oracle,average,healthcare,LOB_driven,naive,follower,30000,1,5,4,ROW,bsc,6,NO SALE
ERP,large,SAP,average,tech,centralized,naive,leader,143223,1,5,6,US,bsc,72,NO SALE
DSC,large,SAP,average,traditional_manufacturing,procurement_driven,unknown,follower,87391,2,2,5,US,bsc,75,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,naive,follower,83320,1,5,4,ROW,bsc,32,NO SALE
ERP,large,Oracle,high,healthcare,centralized,unknown,leader,35982,1,4,4,ROW,bsc,46,NO SALE
ERP,large,SAP,high,traditional_manufacturing,centralized,unknown,leader,150000,2,4,3,ROW,bsc,36,SALE
ERP,medium,Oracle,average,tech,centralized,tech_savvy,follower,128898,1,2,3,ROW,mba,30,NO SALE
ERP,small,Oracle,high,traditional_manufacturing,centralized,unknown,follower,150000,3,4,2,ROW,bsc,7,SALE
ERP,medium,IBM,low,tech,centralized,unknown,follower,136121,5,2,3,Europe,bsc,23,NO SALE
CRM,large,SAP,high,tech,LOB_driven,unknown,follower,30110,2,5,4,US,bsc,33,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,centralized,unknown,leader,150000,3,2,3,Europe,bsc,31,SALE
DSC,medium,Oracle,average,tech,procurement_driven,unknown,follower,33251,1,4,3,ROW,bsc,23,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,LOB_driven,tech_savvy,leader,32153,4,3,2,ROW,mba,27,NO SALE
ERP,medium,IBM,low,traditional_manufacturing,centralized,unknown,follower,150000,5,1,5,Europe,mba,22,NO SALE
CRM,large,Oracle,low,traditional_manufacturing,LOB_driven,naive,follower,90178,3,1,4,US,some_university,36,NO SALE
CRM,small,Oracle,low,traditional_manufacturing,LOB_driven,unknown,follower,30000,2,2,4,Europe,high_school,3,NO SALE
ERP,medium,SAP,high,healthcare,centralized,tech_savvy,leader,104201,3,3,2,Europe,mba,69,NO SALE
CRM,medium,Oracle,high,tech,LOB_driven,unknown,follower,30000,1,6,3,ROW,bsc,21,NO SALE
ERP,large,Oracle,average,tech,centralized,unknown,leader,150000,1,4,4,US,mba,40,NO SALE
DSC,medium,IBM,average,automotive,centralized,unknown,follower,150000,2,3,3,ROW,bsc,22,NO SALE
CRM,large,Oracle,high,tech,LOB_driven,unknown,follower,30000,4,3,1,ROW,mba,38,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,naive,follower,30000,1,3,4,Europe,some_university,29,NO SALE
DSC,large,SAP,high,automotive,procurement_driven,naive,follower,88249,2,4,3,Europe,mba,55,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,unknown,follower,54413,4,4,4,US,bsc,23,NO SALE
CRM,small,IBM,average,traditional_manufacturing,centralized,unknown,follower,30000,3,4,3,US,bsc,12,NO SALE
ERP,large,IBM,average,healthcare,LOB_driven,unknown,follower,55671,4,4,4,US,mba,18,NO SALE
CRM,medium,SAP,low,traditional_manufacturing,centralized,unknown,follower,30000,2,2,3,US,some_university,33,NO SALE
ERP,large,Oracle,average,tech,centralized,naive,follower,51487,4,4,4,ROW,mba,20,SALE
CRM,medium,SAP,high,tech,LOB_driven,tech_savvy,follower,73009,2,4,4,Europe,mba,13,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,unknown,follower,150000,1,3,2,Europe,bsc,12,NO SALE
DSC,small,IBM,average,automotive,LOB_driven,naive,follower,30000,3,3,4,Europe,bsc,8,NO SALE
CRM,small,SAP,average,tech,centralized,tech_savvy,follower,37821,3,4,2,Europe,some_university,6,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,LOB_driven,naive,leader,150000,2,2,3,Europe,mba,43,NO SALE
CRM,medium,Oracle,high,healthcare,centralized,naive,leader,73612,2,5,2,Europe,mba,19,NO SALE
DSC,large,Oracle,high,tech,LOB_driven,unknown,follower,46549,1,5,3,Europe,bsc,25,SALE
CRM,large,SAP,average,tech,LOB_driven,tech_savvy,follower,150000,3,2,4,US,bsc,53,SALE
DSC,medium,IBM,low,automotive,LOB_driven,naive,follower,43695,3,2,3,ROW,mba,36,NO SALE
CRM,medium,SAP,average,tech,LOB_driven,naive,leader,30224,2,2,3,Europe,mba,32,NO SALE
DSC,small,SAP,average,traditional_manufacturing,procurement_driven,unknown,leader,69280,3,4,5,Europe,bsc,8,NO SALE
ERP,large,SAP,high,healthcare,centralized,naive,follower,105085,1,4,2,ROW,mba,95,NO SALE
ERP,medium,Oracle,average,tech,procurement_driven,naive,leader,67250,2,2,3,Europe,other_graduate,53,NO SALE
CRM,small,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,63457,1,3,4,Europe,bsc,26,NO SALE
CRM,medium,Oracle,high,tech,LOB_driven,naive,leader,30000,2,5,1,US,bsc,17,NO SALE
DSC,small,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,150000,3,4,3,ROW,high_school,8,NO SALE
CRM,medium,Oracle,average,traditional_manufacturing,LOB_driven,unknown,follower,30000,1,3,3,Europe,bsc,33,NO SALE
CRM,small,SAP,high,healthcare,LOB_driven,tech_savvy,leader,62524,1,5,4,Europe,bsc,3,NO SALE
ERP,medium,SAP,average,tech,centralized,tech_savvy,follower,39945,3,4,6,US,bsc,20,NO SALE
ERP,large,Oracle,low,tech,procurement_driven,unknown,follower,150000,2,2,4,US,bsc,47,NO SALE
ERP,medium,Oracle,average,healthcare,procurement_driven,unknown,follower,134533,2,4,4,ROW,high_school,22,NO SALE
CRM,medium,IBM,average,automotive,procurement_driven,unknown,leader,40794,4,3,2,US,mba,19,NO SALE
CRM,medium,Oracle,average,automotive,centralized,tech_savvy,leader,30000,3,5,3,US,bsc,14,NO SALE
CRM,small,Oracle,average,traditional_manufacturing,centralized,unknown,leader,39061,3,4,3,US,some_university,18,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,unknown,follower,93424,1,3,5,ROW,bsc,18,NO SALE
ERP,small,SAP,high,traditional_manufacturing,procurement_driven,naive,leader,73881,3,5,4,US,bsc,5,NO SALE
DSC,small,IBM,average,automotive,LOB_driven,tech_savvy,follower,65171,3,5,5,US,some_university,5,NO SALE
CRM,small,Oracle,low,healthcare,centralized,tech_savvy,leader,52844,2,2,2,Europe,mba,4,NO SALE
CRM,small,Oracle,average,healthcare,LOB_driven,unknown,leader,150000,4,4,3,ROW,bsc,37,NO SALE
CRM,small,Oracle,high,traditional_manufacturing,LOB_driven,unknown,leader,141853,1,5,1,ROW,bsc,10,NO SALE
DSC,large,Oracle,average,traditional_manufacturing,centralized,unknown,leader,83762,3,2,3,US,mba,14,NO SALE
CRM,small,IBM,average,tech,LOB_driven,naive,follower,30000,1,3,4,US,bsc,7,NO SALE
CRM,small,Oracle,average,healthcare,LOB_driven,unknown,follower,95313,1,4,5,Europe,bsc,13,NO SALE
ERP,small,IBM,high,traditional_manufacturing,centralized,tech_savvy,follower,85327,3,3,5,Europe,bsc,10,SALE
DSC,medium,SAP,average,healthcare,procurement_driven,unknown,leader,31603,1,2,2,US,bsc,14,NO SALE
DSC,small,IBM,low,tech,procurement_driven,tech_savvy,leader,30000,3,1,5,US,bsc,6,NO SALE
CRM,small,Oracle,average,tech,centralized,unknown,leader,83442,2,3,3,ROW,high_school,8,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,follower,39607,1,1,3,US,bsc,43,NO SALE
DSC,medium,SAP,average,automotive,procurement_driven,unknown,follower,86466,3,5,3,Europe,some_university,15,NO SALE
CRM,small,SAP,low,tech,LOB_driven,tech_savvy,follower,97611,2,5,3,US,bsc,10,NO SALE
ERP,large,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,66320,2,4,5,US,some_university,52,SALE
CRM,medium,Oracle,average,automotive,procurement_driven,unknown,follower,88183,6,2,3,Europe,bsc,20,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,centralized,unknown,follower,31510,1,3,4,Europe,bsc,17,NO SALE
CRM,large,IBM,average,traditional_manufacturing,LOB_driven,unknown,leader,43614,4,3,3,ROW,mba,35,NO SALE
ERP,small,SAP,low,traditional_manufacturing,procurement_driven,naive,follower,98726,1,1,4,US,bsc,21,NO SALE
ERP,small,SAP,high,traditional_manufacturing,procurement_driven,unknown,follower,48551,2,4,4,Europe,mba,22,NO SALE
CRM,large,Oracle,average,tech,procurement_driven,naive,follower,150000,3,3,4,US,mba,30,NO SALE
DSC,large,IBM,average,traditional_manufacturing,procurement_driven,unknown,leader,65645,3,3,5,ROW,mba,41,NO SALE
CRM,small,SAP,average,tech,LOB_driven,unknown,follower,108859,1,5,1,Europe,high_school,6,NO SALE
ERP,medium,IBM,high,healthcare,LOB_driven,unknown,leader,105500,4,4,4,Europe,bsc,18,NO SALE
CRM,small,IBM,low,tech,LOB_driven,tech_savvy,follower,75848,1,4,3,Europe,mba,3,SALE
CRM,medium,SAP,low,healthcare,LOB_driven,tech_savvy,follower,40815,1,1,3,ROW,mba,20,NO SALE
CRM,large,SAP,low,traditional_manufacturing,centralized,naive,leader,30000,1,3,4,Europe,bsc,52,NO SALE
DSC,medium,SAP,average,automotive,LOB_driven,tech_savvy,follower,150000,2,3,5,US,high_school,36,NO SALE
ERP,small,IBM,average,traditional_manufacturing,centralized,unknown,follower,61323,1,3,2,ROW,mba,14,NO SALE
ERP,large,SAP,high,healthcare,centralized,naive,leader,79813,1,2,6,Europe,bsc,52,NO SALE
CRM,medium,IBM,high,tech,LOB_driven,tech_savvy,leader,53983,4,4,4,Europe,bsc,21,SALE
ERP,medium,Oracle,high,traditional_manufacturing,LOB_driven,unknown,leader,97876,2,4,1,US,bsc,16,NO SALE
CRM,small,IBM,high,healthcare,LOB_driven,naive,follower,30000,2,3,3,ROW,bsc,11,NO SALE
CRM,medium,IBM,low,tech,LOB_driven,naive,follower,47139,5,2,3,Europe,mba,30,NO SALE
CRM,medium,Oracle,high,healthcare,LOB_driven,naive,leader,30000,3,4,3,US,some_university,17,NO SALE
ERP,medium,SAP,low,tech,procurement_driven,tech_savvy,follower,123936,2,1,4,Europe,bsc,27,NO SALE
DSC,small,IBM,low,traditional_manufacturing,procurement_driven,unknown,follower,33867,1,2,5,ROW,high_school,11,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,82787,2,4,4,US,mba,32,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,follower,52994,2,3,4,Europe,bsc,65,SALE
CRM,large,Oracle,high,tech,LOB_driven,unknown,leader,97151,3,4,4,US,bsc,14,NO SALE
CRM,large,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,30000,3,2,4,US,other_graduate,71,NO SALE
CRM,medium,SAP,low,healthcare,LOB_driven,unknown,follower,46079,1,1,1,Europe,bsc,20,NO SALE
ERP,large,IBM,average,traditional_manufacturing,procurement_driven,unknown,leader,113636,6,4,6,Europe,mba,44,NO SALE
CRM,medium,SAP,high,traditional_manufacturing,LOB_driven,unknown,leader,30000,1,5,4,ROW,bsc,22,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,LOB_driven,naive,follower,30000,4,4,3,ROW,other_graduate,27,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,naive,follower,48127,1,3,4,Europe,bsc,44,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,LOB_driven,naive,leader,52640,1,3,5,ROW,some_university,25,NO SALE
ERP,small,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,92089,2,4,3,Europe,bsc,8,NO SALE
CRM,medium,IBM,average,tech,centralized,unknown,follower,67108,1,3,3,US,mba,40,NO SALE
CRM,large,IBM,average,healthcare,centralized,unknown,follower,30000,3,3,4,ROW,mba,74,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,procurement_driven,unknown,leader,103535,2,4,4,Europe,bsc,45,NO SALE
CRM,small,SAP,average,healthcare,procurement_driven,unknown,follower,30000,5,2,5,Europe,bsc,4,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,naive,follower,30000,1,3,5,US,some_university,26,NO SALE
ERP,large,IBM,high,healthcare,centralized,naive,follower,103187,3,4,5,Europe,bsc,19,NO SALE
DSC,medium,SAP,high,automotive,procurement_driven,unknown,leader,137036,2,5,4,Europe,bsc,18,SALE
CRM,small,IBM,high,healthcare,LOB_driven,unknown,follower,30000,2,5,2,US,some_university,17,SALE
CRM,medium,SAP,high,traditional_manufacturing,centralized,unknown,follower,58943,1,6,2,ROW,some_university,10,NO SALE
CRM,small,SAP,average,healthcare,LOB_driven,unknown,leader,56017,2,2,2,ROW,bsc,2,NO SALE
DSC,medium,IBM,low,traditional_manufacturing,procurement_driven,unknown,follower,30000,5,3,5,US,bsc,31,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,tech_savvy,follower,69691,1,4,1,ROW,bsc,10,NO SALE
DSC,medium,Oracle,low,automotive,LOB_driven,unknown,follower,150000,3,3,4,US,bsc,21,NO SALE
DSC,large,Oracle,average,automotive,procurement_driven,unknown,leader,125425,2,4,5,US,mba,50,SALE
CRM,large,Oracle,low,automotive,LOB_driven,unknown,follower,31088,1,2,4,US,mba,12,NO SALE
CRM,small,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,30000,3,2,4,Europe,bsc,7,NO SALE
DSC,medium,Oracle,low,automotive,procurement_driven,unknown,follower,76957,5,3,4,ROW,high_school,11,NO SALE
CRM,large,SAP,average,healthcare,LOB_driven,unknown,follower,64685,3,4,5,ROW,mba,50,NO SALE
ERP,small,Oracle,low,traditional_manufacturing,centralized,unknown,follower,39237,1,2,3,ROW,some_university,28,NO SALE
ERP,medium,Oracle,high,automotive,procurement_driven,naive,leader,84580,3,4,3,ROW,bsc,12,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,unknown,leader,30000,2,4,5,Europe,bsc,13,NO SALE
CRM,medium,Oracle,high,traditional_manufacturing,LOB_driven,tech_savvy,follower,33815,4,4,3,Europe,mba,19,NO SALE
ERP,small,SAP,low,tech,centralized,naive,follower,60082,3,2,2,US,bsc,3,NO SALE
CRM,large,SAP,average,healthcare,LOB_driven,tech_savvy,leader,30000,4,3,4,Europe,bsc,21,NO SALE
ERP,small,Oracle,high,traditional_manufacturing,procurement_driven,unknown,follower,56071,1,4,3,ROW,some_university,5,NO SALE
